parameter,mean,sd,q05,q95,rhat,ess
"mu_y[2307,3]",7.948,0.252,7.536,8.365,1.001,7226
"mu_y[2308,3]",6.865,0.187,6.561,7.168,1,8361
"mu_y[2309,3]",6.783,0.178,6.488,7.075,1,8468
"mu_y[2310,3]",6.697,0.177,6.407,6.988,1,8551
"mu_y[2311,3]",6.518,0.199,6.186,6.838,1,8605
"mu_y[2312,3]",3.172,0.211,2.826,3.519,1,7866
"mu_y[2313,3]",3.062,0.205,2.727,3.398,1,7770
"mu_y[2314,3]",2.967,0.211,2.622,3.31,1,7760
"mu_y[2315,3]",5.039,0.25,4.633,5.452,1,6977
"mu_y[2316,3]",4.867,0.253,4.456,5.285,1,7329
"mu_y[2317,3]",6.886,0.209,6.537,7.223,1,7727
"mu_y[2318,3]",6.816,0.206,6.472,7.147,1,7841
"mu_y[2319,3]",6.745,0.211,6.396,7.086,1,7853
"mu_y[2320,3]",8.251,0.208,7.909,8.591,1,8048
"mu_y[2321,3]",8.179,0.206,7.84,8.518,1,8044
"mu_y[2322,3]",8.094,0.211,7.75,8.439,1,8070
"mu_y[2323,3]",6.396,0.186,6.094,6.703,1,8039
"mu_y[2324,3]",6.311,0.178,6.017,6.608,1,8083
"mu_y[2325,3]",6.237,0.177,5.944,6.531,1,8139
"mu_y[2326,3]",6.047,0.197,5.727,6.374,1,8328
"mu_y[2327,3]",5.808,0.252,5.398,6.231,1.001,8203
"mu_y[2328,3]",5.709,0.254,5.299,6.133,1.001,8202
"mu_y[2329,3]",7.288,0.246,6.88,7.687,1.001,7958
"mu_y[2330,3]",7.205,0.247,6.8,7.61,1.001,7832
"mu_y[2331,3]",8.819,0.21,8.468,9.16,1,8099
"mu_y[2332,3]",8.744,0.204,8.402,9.078,1,8068
"mu_y[2333,3]",8.61,0.22,8.245,8.971,1,8119
"mu_y[2334,3]",4.797,0.249,4.389,5.209,1,8199
"mu_y[2335,3]",4.699,0.25,4.291,5.116,1,8331
"mu_y[2336,3]",4.744,0.207,4.406,5.086,1,8687
"mu_y[2337,3]",4.666,0.203,4.332,5,1,8610
"mu_y[2338,3]",4.504,0.213,4.15,4.855,1,8477
"mu_y[2339,3]",5.271,0.211,4.93,5.617,1,7933
"mu_y[2340,3]",5.21,0.207,4.873,5.552,1,7874
"mu_y[2341,3]",5.012,0.219,4.648,5.374,1,7795
"mu_y[2342,3]",4.864,0.249,4.451,5.271,1,7869
"mu_y[2343,3]",4.68,0.253,4.262,5.092,1,7806
"mu_y[2344,3]",4.55,0.219,4.191,4.902,1,8024
"mu_y[2345,3]",4.392,0.206,4.055,4.733,1,7928
"mu_y[2346,3]",4.235,0.223,3.873,4.608,1,7907
"mu_y[2347,3]",7.06,0.185,6.758,7.365,1,7625
"mu_y[2348,3]",6.975,0.177,6.687,7.265,1,7570
"mu_y[2349,3]",6.893,0.176,6.606,7.182,1,7598
"mu_y[2350,3]",6.712,0.198,6.389,7.036,1,7865
"mu_y[2351,3]",9.719,0.209,9.378,10.067,1,7774
"mu_y[2352,3]",9.642,0.205,9.307,9.981,1,7907
"mu_y[2353,3]",9.566,0.212,9.221,9.918,1,7872
"mu_y[2354,3]",3.693,0.248,3.281,4.099,1,8196
"mu_y[2355,3]",3.59,0.249,3.18,4.005,1,8187
"mu_y[2356,3]",8.789,0.344,8.228,9.352,1,7961
"mu_y[2357,3]",9.834,0.346,9.272,10.402,1,7947
"mu_y[2358,3]",7.316,0.25,6.897,7.726,1,7692
"mu_y[2359,3]",7.141,0.254,6.718,7.56,1,7978
"mu_y[2360,3]",9.318,0.218,8.964,9.679,1,8229
"mu_y[2361,3]",9.186,0.205,8.851,9.527,1,8400
"mu_y[2362,3]",9.058,0.222,8.698,9.433,1,8004
"mu_y[2363,3]",5.401,0.206,5.063,5.739,1,8092
"mu_y[2364,3]",5.312,0.203,4.982,5.643,1,8110
"mu_y[2365,3]",5.204,0.208,4.867,5.545,1,8049
"mu_y[2366,3]",6.788,0.211,6.441,7.137,1,7891
"mu_y[2367,3]",6.714,0.205,6.381,7.05,1,7864
"mu_y[2368,3]",6.568,0.218,6.21,6.928,1,7659
"mu_y[2369,3]",6.205,0.185,5.899,6.505,1,7834
"mu_y[2370,3]",6.136,0.176,5.847,6.425,1,7942
"mu_y[2371,3]",6.071,0.177,5.782,6.364,1,8002
"mu_y[2372,3]",5.941,0.201,5.619,6.277,1,7944
"mu_y[2373,3]",5.81,0.209,5.465,6.149,1,8360
"mu_y[2374,3]",5.731,0.205,5.39,6.065,1,8417
"mu_y[2375,3]",5.553,0.218,5.194,5.908,1,8517
"mu_y[2376,3]",3.987,0.214,3.637,4.336,1,8119
"mu_y[2377,3]",3.808,0.206,3.471,4.146,1,8017
"mu_y[2378,3]",3.623,0.22,3.26,3.983,1,8027
"mu_y[2379,3]",4.806,0.248,4.4,5.217,1,8069
"mu_y[2380,3]",4.625,0.251,4.218,5.037,1,8063
"mu_y[2381,3]",5.606,0.207,5.261,5.939,1,7894
"mu_y[2382,3]",5.512,0.204,5.172,5.843,1,7908
"mu_y[2383,3]",5.426,0.209,5.076,5.769,1,7941
"mu_y[2384,3]",7.131,0.187,6.822,7.437,1,7913
"mu_y[2385,3]",7.052,0.179,6.756,7.346,1,7889
"mu_y[2386,3]",6.956,0.179,6.66,7.249,1,7893
"mu_y[2387,3]",6.79,0.201,6.456,7.116,1,7965
"mu_y[2388,3]",4.95,0.206,4.612,5.29,1.001,7329
"mu_y[2389,3]",4.873,0.203,4.538,5.208,1.001,7219
"mu_y[2390,3]",4.688,0.214,4.333,5.037,1,7157
"mu_y[2391,3]",9.544,0.209,9.195,9.883,1,7996
"mu_y[2392,3]",9.482,0.204,9.143,9.816,1,8069
"mu_y[2393,3]",9.418,0.212,9.073,9.761,1,7969
"mu_y[2394,3]",10.353,0.247,9.952,10.769,1,8222
"mu_y[2395,3]",10.281,0.248,9.876,10.698,1,8203
"mu_y[2396,3]",3.478,0.211,3.134,3.827,1,7535
"mu_y[2397,3]",3.395,0.209,3.05,3.738,1,7483
"mu_y[2398,3]",3.315,0.215,2.96,3.669,1,7458
"mu_y[2399,3]",7.314,0.251,6.9,7.725,1,7961
"mu_y[2400,3]",7.182,0.255,6.764,7.605,1,7778
"mu_y[2401,3]",9.818,0.249,9.404,10.22,1,7957
"mu_y[2402,3]",9.748,0.251,9.327,10.155,1,7982
"mu_y[2403,3]",3.195,0.189,2.888,3.507,1,7935
"mu_y[2404,3]",3.11,0.181,2.815,3.408,1,7820
"mu_y[2405,3]",3.026,0.181,2.732,3.323,1,7773
"mu_y[2406,3]",2.842,0.202,2.513,3.171,1,7922
"mu_y[2407,3]",6.001,0.185,5.696,6.303,1,8155
"mu_y[2408,3]",5.909,0.178,5.614,6.197,1,8141
"mu_y[2409,3]",5.82,0.177,5.527,6.108,1,8145
"mu_y[2410,3]",5.618,0.2,5.285,5.943,1,8212
"mu_y[2411,3]",6.879,0.348,6.311,7.449,1,8032
"mu_y[2412,3]",6.245,0.212,5.905,6.594,1,7606
"mu_y[2413,3]",6.148,0.208,5.813,6.492,1,7710
"mu_y[2414,3]",5.976,0.219,5.621,6.336,1,7884
"mu_y[2415,3]",8.059,0.185,7.758,8.364,1,7910
"mu_y[2416,3]",7.984,0.178,7.693,8.276,1,7921
"mu_y[2417,3]",7.902,0.176,7.612,8.193,1,7937
"mu_y[2418,3]",7.72,0.197,7.4,8.044,1,7699
"mu_y[2419,3]",8.89,0.249,8.477,9.297,1,8141
"mu_y[2420,3]",8.834,0.251,8.425,9.25,1,8167
"mu_y[2421,3]",7.842,0.193,7.519,8.162,1,8083
"mu_y[2422,3]",7.762,0.18,7.461,8.062,1,7984
"mu_y[2423,3]",7.677,0.179,7.378,7.972,1,7963
"mu_y[2424,3]",7.514,0.209,7.17,7.856,1,8168
"mu_y[2425,3]",8.906,0.185,8.596,9.206,1,7747
"mu_y[2426,3]",8.837,0.176,8.545,9.123,1,7852
"mu_y[2427,3]",8.759,0.175,8.471,9.041,1,7954
"mu_y[2428,3]",8.618,0.195,8.298,8.94,1,7878
"mu_y[2429,3]",6.031,0.211,5.683,6.374,1,7946
"mu_y[2430,3]",5.832,0.202,5.499,6.165,1,7912
"mu_y[2431,3]",5.644,0.219,5.286,6.001,1,7984
"mu_y[2432,3]",8.043,0.257,7.624,8.468,1,8220
"mu_y[2433,3]",7.772,0.264,7.343,8.205,1,8245
"mu_y[2434,3]",7.365,0.21,7.017,7.709,1,7828
"mu_y[2435,3]",7.284,0.207,6.936,7.624,1,7912
"mu_y[2436,3]",7.211,0.212,6.852,7.556,1.001,7948
"mu_y[2437,3]",6.352,0.208,6.002,6.691,1,7871
"mu_y[2438,3]",6.277,0.205,5.933,6.616,1,7923
"mu_y[2439,3]",6.176,0.212,5.822,6.526,1,8075
"mu_y[2440,3]",3.903,0.248,3.494,4.305,1,7755
"mu_y[2441,3]",3.814,0.249,3.404,4.221,1,7795
"mu_y[2442,3]",8.296,0.206,7.948,8.625,1,7906
"mu_y[2443,3]",8.211,0.202,7.874,8.534,1,8010
"mu_y[2444,3]",8.124,0.208,7.781,8.461,1,8058
"mu_y[2445,3]",4.92,0.21,4.575,5.266,1,7705
"mu_y[2446,3]",4.831,0.209,4.488,5.173,1,7936
"mu_y[2447,3]",4.744,0.213,4.394,5.093,1,7901
"mu_y[2448,3]",5.867,0.251,5.454,6.279,1,8109
"mu_y[2449,3]",5.781,0.252,5.366,6.199,1,8079
"beta[1,1]",0.832,0.339,0.274,1.39,1,7936
"beta[2,1]",0.768,0.331,0.23,1.306,1,5743
"beta[3,1]",0.549,0.387,-0.087,1.188,1,6030
"beta[4,1]",1.273,0.398,0.605,1.914,1.001,2539
"beta[5,1]",0.424,0.346,-0.149,0.987,1.002,3265
"beta[6,1]",0.585,0.324,0.06,1.123,1,8355
"beta[7,1]",0.234,0.385,-0.414,0.855,1,7246
"beta[8,1]",0.607,0.399,-0.056,1.255,1,8230
"beta[9,1]",1.372,0.427,0.669,2.075,1.005,1207
"beta[10,1]",0.2,0.351,-0.382,0.767,1,4662
"beta[11,1]",1.046,0.377,0.413,1.659,1.001,3699
"beta[12,1]",0.364,0.376,-0.262,0.964,1,4206
"beta[13,1]",1.196,0.379,0.571,1.841,1,8372
"beta[14,1]",0.559,0.349,-0.026,1.123,1,8414
"beta[15,1]",0.672,0.348,0.102,1.256,1.001,7240
"beta[16,1]",1.012,0.342,0.45,1.57,1.001,7171
"beta[17,1]",1.559,0.446,0.842,2.33,1.001,6179
"beta[18,1]",0.727,0.402,0.082,1.404,1.002,3443
"beta[19,1]",0.677,0.408,-0.013,1.337,1.001,2378
"beta[20,1]",1.054,0.383,0.421,1.695,1.001,8133
"beta[21,1]",0.788,0.406,0.119,1.469,1,9134
"beta[22,1]",0.375,0.369,-0.24,0.98,1,8043
"beta[23,1]",0.724,0.379,0.103,1.357,1,8646
"beta[24,1]",0.709,0.335,0.152,1.254,1.001,4690
"beta[25,1]",0.39,0.378,-0.24,0.991,1.001,2514
"beta[26,1]",0.45,0.366,-0.16,1.047,1,8037
"beta[27,1]",1.22,0.37,0.616,1.836,1.001,6015
"beta[28,1]",0.631,0.343,0.068,1.194,1,6744
"beta[29,1]",1.161,0.415,0.488,1.847,1,8563
"beta[30,1]",1.243,0.407,0.611,1.947,1,4068
"beta[31,1]",0.669,0.33,0.127,1.21,1,6516
"beta[32,1]",1.674,0.39,1.056,2.332,1,7883
"beta[33,1]",0.391,0.34,-0.175,0.94,1,8663
"beta[34,1]",1.495,0.448,0.786,2.252,1,6215
"beta[35,1]",0.713,0.344,0.139,1.272,1,6828
"beta[36,1]",0.998,0.404,0.343,1.678,1,7058
"beta[37,1]",0.833,0.356,0.243,1.417,1,6105
"beta[38,1]",0.884,0.38,0.272,1.523,1.001,4089
"beta[39,1]",0.605,0.351,0.032,1.178,1,6109
"beta[40,1]",0.826,0.339,0.274,1.386,1,8665
"beta[41,1]",0.477,0.374,-0.135,1.082,1.001,7357
"beta[42,1]",0.361,0.341,-0.208,0.914,1,5950
"beta[43,1]",0.601,0.366,-0.01,1.193,1,6043
"beta[44,1]",0.605,0.37,-0.014,1.208,1,7878
"beta[45,1]",0.569,0.401,-0.09,1.223,1,8872
"beta[46,1]",0.644,0.343,0.074,1.201,1.001,6089
"beta[47,1]",1.428,0.393,0.787,2.074,1.001,4761
"beta[48,1]",0.552,0.364,-0.04,1.157,1,8571
"beta[49,1]",0.703,0.342,0.137,1.264,1.002,3363
"beta[50,1]",0.513,0.347,-0.06,1.068,1,6232
"beta[51,1]",0.403,0.355,-0.178,0.976,1,7509
"beta[52,1]",0.323,0.353,-0.262,0.898,1.001,8581
"beta[53,1]",0.324,0.339,-0.249,0.862,1,8297
"beta[54,1]",0.451,0.355,-0.134,1.036,1,7591
"beta[55,1]",0.246,0.369,-0.378,0.848,1,6175
"beta[56,1]",0.671,0.344,0.112,1.243,1,6051
"beta[57,1]",0.572,0.367,-0.044,1.169,1,4368
"beta[58,1]",0.436,0.333,-0.109,0.983,1.001,7753
"beta[59,1]",0.536,0.331,-0.018,1.063,1.001,8188
"beta[60,1]",0.535,0.348,-0.04,1.098,1,5853
"beta[61,1]",0.721,0.334,0.17,1.273,1,7257
"beta[62,1]",1.227,0.359,0.652,1.818,1.001,7862
"beta[63,1]",0.676,0.338,0.105,1.238,1,5598
"beta[64,1]",0.612,0.334,0.08,1.17,1.002,3306
"beta[65,1]",0.39,0.341,-0.171,0.946,1,5261
"beta[66,1]",0.432,0.335,-0.124,0.973,1.002,4109
"beta[67,1]",0.58,0.375,-0.042,1.186,1,9084
"beta[68,1]",0.789,0.393,0.146,1.438,1,6080
"beta[69,1]",0.247,0.355,-0.35,0.812,1,8136
"beta[70,1]",0.856,0.364,0.24,1.435,1,3733
"beta[71,1]",0.811,0.333,0.257,1.359,1.001,7624
"beta[72,1]",1.61,0.412,0.958,2.309,1,7517
"beta[73,1]",0.749,0.329,0.206,1.276,1,8399
"beta[74,1]",1.821,0.383,1.206,2.458,1.001,5009
"beta[75,1]",1.016,0.362,0.423,1.622,1.002,2027
"beta[76,1]",0.746,0.348,0.181,1.326,1,6637
"beta[77,1]",1.921,0.437,1.234,2.666,1,6649
"beta[78,1]",0.502,0.355,-0.087,1.086,1.001,4104
"beta[79,1]",0.766,0.354,0.204,1.359,1,7260
"beta[80,1]",1.288,0.352,0.719,1.884,1,7780
"beta[81,1]",0.49,0.349,-0.075,1.071,1,7846
"beta[82,1]",0.375,0.344,-0.179,0.942,1.004,2142
"beta[83,1]",0.45,0.364,-0.143,1.045,1,8866
"beta[84,1]",0.423,0.348,-0.158,0.968,1.001,7866
"beta[85,1]",1.046,0.335,0.517,1.612,1.001,4383
"beta[86,1]",1.025,0.354,0.456,1.614,1,8255
"beta[87,1]",0.656,0.348,0.082,1.236,1,7005
"beta[88,1]",1.275,0.354,0.708,1.861,1,5608
"beta[89,1]",0.383,0.358,-0.223,0.962,1,7006
"beta[90,1]",1.159,0.388,0.538,1.818,1,7648
"beta[91,1]",0.697,0.406,0.034,1.37,1,9017
"beta[92,1]",0.618,0.331,0.082,1.158,1,8532
"beta[93,1]",0.669,0.329,0.135,1.216,1,8766
"beta[94,1]",0.982,0.39,0.364,1.646,1,5825
"beta[95,1]",0.345,0.374,-0.286,0.941,1.001,4354
"beta[96,1]",0.906,0.378,0.289,1.534,1,7411
"beta[97,1]",0.615,0.373,0.002,1.233,1,5846
"beta[98,1]",0.778,0.359,0.174,1.358,1.001,5554
"beta[99,1]",1.214,0.355,0.654,1.823,1,5870
"beta[100,1]",1.52,0.378,0.91,2.153,1.001,3913
"beta[101,1]",0.58,0.363,-0.03,1.162,1,5735
"beta[102,1]",0.485,0.322,-0.054,1.021,1.001,7311
"beta[103,1]",0.414,0.324,-0.12,0.937,1,8362
"beta[104,1]",0.539,0.355,-0.044,1.126,1,8573
"beta[105,1]",0.968,0.34,0.411,1.536,1,8522
"beta[106,1]",0.697,0.332,0.157,1.243,1,5242
"beta[107,1]",0.524,0.329,-0.015,1.06,1,5965
"beta[108,1]",1.214,0.364,0.627,1.814,1.001,6089
"beta[109,1]",0.645,0.342,0.077,1.209,1,7368
"beta[110,1]",0.745,0.38,0.137,1.371,1,5314
"beta[111,1]",0.607,0.348,0.026,1.168,1,8339
"beta[112,1]",0.44,0.36,-0.152,1.024,1,6340
"beta[113,1]",0.942,0.405,0.288,1.615,1,8822
"beta[114,1]",0.825,0.364,0.228,1.43,1,7955
"beta[115,1]",1.025,0.371,0.425,1.649,1,8487
"beta[116,1]",1.36,0.38,0.761,2.005,1,8327
"beta[117,1]",0.52,0.359,-0.079,1.108,1,9226
"beta[118,1]",0.662,0.405,-0.009,1.324,1,8401
"beta[119,1]",0.851,0.338,0.294,1.398,1.001,6806
"beta[120,1]",0.859,0.327,0.319,1.389,1,7381
"beta[121,1]",0.384,0.337,-0.164,0.938,1,7637
"beta[122,1]",0.65,0.373,0.035,1.265,1,8984
"beta[123,1]",0.43,0.381,-0.211,1.06,1,7081
"beta[124,1]",0.51,0.378,-0.113,1.128,1,6453
"beta[125,1]",0.254,0.419,-0.449,0.917,1,8163
"beta[126,1]",0.473,0.352,-0.114,1.034,1.001,2548
"beta[127,1]",0.603,0.364,-0.001,1.19,1,8491
"beta[128,1]",1.594,0.392,0.973,2.261,1,7942
"beta[129,1]",1.333,0.417,0.664,2.038,1.001,8171
"beta[130,1]",0.453,0.345,-0.11,1.012,1.001,4979
"beta[131,1]",0.449,0.338,-0.107,0.999,1,5894
"beta[132,1]",0.436,0.338,-0.124,0.98,1,6630
"beta[133,1]",0.876,0.363,0.288,1.477,1.001,3390
"beta[134,1]",0.852,0.343,0.287,1.423,1,7665
"beta[135,1]",0.34,0.39,-0.313,0.972,1.002,2908
"beta[136,1]",1.038,0.37,0.435,1.658,1,8399
"beta[137,1]",0.362,0.383,-0.279,0.978,1,8068
"beta[138,1]",0.401,0.342,-0.168,0.955,1,7900
"beta[139,1]",0.502,0.348,-0.072,1.061,1,7563
"beta[140,1]",0.88,0.372,0.269,1.491,1,8631
"beta[141,1]",0.945,0.384,0.318,1.578,1.002,4902
"beta[142,1]",0.504,0.363,-0.097,1.101,1.001,4652
"beta[143,1]",0.746,0.412,0.066,1.416,1,7413
"beta[144,1]",0.961,0.377,0.348,1.584,1,7330
"beta[145,1]",0.801,0.396,0.152,1.463,1.002,2668
"beta[146,1]",0.346,0.379,-0.288,0.959,1,7929
"beta[147,1]",0.353,0.405,-0.315,1.01,1,8133
"beta[148,1]",0.566,0.341,-0.017,1.107,1,6277
"beta[149,1]",0.287,0.389,-0.381,0.909,1,6014
"beta[150,1]",0.63,0.34,0.079,1.201,1,7534
"beta[151,1]",0.442,0.333,-0.117,0.973,1,7217
"beta[152,1]",0.935,0.366,0.337,1.54,1.002,2813
"beta[153,1]",0.68,0.345,0.11,1.242,1,8358
"beta[154,1]",1.095,0.33,0.564,1.647,1,7425
"beta[155,1]",0.754,0.337,0.217,1.315,1,4076
"beta[156,1]",0.409,0.343,-0.172,0.959,1,8107
"beta[157,1]",0.812,0.384,0.188,1.442,1.001,6002
"beta[158,1]",0.844,0.367,0.236,1.442,1,8991
"beta[159,1]",0.738,0.376,0.11,1.361,1,8968
"beta[160,1]",0.867,0.347,0.306,1.451,1,8516
"beta[161,1]",0.84,0.411,0.171,1.509,1,7351
"beta[162,1]",0.674,0.349,0.103,1.241,1,7060
"beta[163,1]",0.658,0.347,0.085,1.219,1,5505
"beta[164,1]",0.6,0.377,-0.019,1.224,1,6739
"beta[165,1]",0.863,0.359,0.275,1.454,1.002,3647
"beta[166,1]",0.412,0.356,-0.185,0.983,1.001,2984
"beta[167,1]",0.617,0.402,-0.054,1.269,1,8940
"beta[168,1]",1.22,0.388,0.6,1.868,1.001,6138
"beta[169,1]",0.883,0.397,0.241,1.553,1,8750
"beta[170,1]",1.403,0.391,0.78,2.07,1,7796
"beta[171,1]",0.439,0.353,-0.156,1.013,1,8701
"beta[172,1]",0.5,0.406,-0.168,1.164,1.001,2857
"beta[173,1]",0.561,0.383,-0.075,1.184,1,7401
"beta[174,1]",0.924,0.412,0.256,1.605,1.001,8397
"beta[175,1]",0.368,0.381,-0.262,0.988,1.003,2274
"beta[176,1]",0.599,0.364,0.003,1.207,1.001,7499
"beta[177,1]",0.363,0.335,-0.197,0.91,1,4596
"beta[178,1]",1.591,0.38,0.976,2.225,1.001,6238
"beta[179,1]",1.105,0.346,0.533,1.675,1,7525
"beta[180,1]",0.582,0.414,-0.106,1.259,1,8369
"beta[181,1]",0.382,0.385,-0.264,1.002,1,7237
"beta[182,1]",1.64,0.471,0.873,2.419,1.002,2369
"beta[183,1]",1.452,0.372,0.859,2.084,1,7112
"beta[184,1]",0.774,0.37,0.168,1.389,1,3396
"beta[185,1]",0.863,0.372,0.267,1.481,1,8510
"beta[186,1]",1.027,0.333,0.495,1.585,1,6042
"beta[187,1]",0.512,0.33,-0.033,1.053,1,8723
"beta[188,1]",0.757,0.351,0.174,1.336,1,7943
"beta[189,1]",0.813,0.354,0.231,1.403,1.001,8131
"beta[190,1]",0.263,0.39,-0.392,0.883,1.001,5023
"beta[191,1]",0.877,0.452,0.152,1.629,1,8115
"beta[192,1]",0.832,0.4,0.199,1.495,1,8491
"beta[193,1]",0.709,0.411,0.031,1.384,1.001,7518
"beta[194,1]",0.504,0.376,-0.135,1.103,1.001,7838
"beta[195,1]",0.267,0.357,-0.332,0.835,1,8626
"beta[196,1]",0.622,0.342,0.051,1.18,1,8228
"beta[197,1]",0.116,0.376,-0.503,0.73,1.003,2478
"beta[198,1]",3.887,0.759,2.662,5.151,1.001,4828
"beta[199,1]",1.87,0.755,0.636,3.094,1,7458
"beta[200,1]",3.762,0.847,2.394,5.167,1,7356
"beta[201,1]",3.88,1.152,1.897,5.683,1.002,1932
"beta[202,1]",2.876,0.765,1.638,4.149,1,7096
"beta[203,1]",1.7,0.738,0.472,2.917,1,6826
"beta[204,1]",2.521,0.749,1.291,3.746,1,8268
"beta[205,1]",3.61,0.788,2.344,4.932,1,8262
"beta[206,1]",1.919,0.816,0.565,3.252,1,8267
"beta[207,1]",1.733,0.716,0.548,2.901,1,8227
"beta[208,1]",3.886,0.787,2.611,5.179,1,6869
"beta[209,1]",4.387,0.749,3.163,5.618,1,5953
"beta[210,1]",3.082,0.769,1.855,4.385,1.001,6604
"beta[211,1]",2.305,0.826,0.963,3.677,1.001,7376
"beta[212,1]",3.345,0.836,1.985,4.745,1,6123
"beta[213,1]",2.578,0.815,1.254,3.926,1,7434
"beta[214,1]",3.515,0.877,2.099,4.963,1,6643
"beta[215,1]",2.562,0.782,1.285,3.852,1,8081
"beta[216,1]",4.087,0.721,2.937,5.314,1.001,6367
"beta[217,1]",2.457,0.761,1.221,3.718,1,6984
"beta[218,1]",2.485,0.765,1.229,3.74,1,7154
"beta[219,1]",2.07,0.753,0.807,3.273,1.001,3520
"beta[220,1]",4.619,0.816,3.302,6.004,1.001,4270
"beta[221,1]",5.525,0.891,4.067,7.001,1,7698
"beta[222,1]",3.368,0.74,2.17,4.609,1,7217
"beta[223,1]",1.868,0.751,0.612,3.09,1.001,7259
"beta[224,1]",2.472,0.804,1.155,3.802,1,8098
"beta[225,1]",2.374,0.786,1.056,3.645,1.001,3926
"beta[226,1]",3.679,0.746,2.462,4.922,1,7231
"beta[227,1]",3.793,0.798,2.523,5.16,1,4652
"beta[228,1]",3.472,0.76,2.247,4.722,1.001,5487
"beta[229,1]",4.708,0.756,3.467,5.952,1,6673
"beta[230,1]",4.6,0.779,3.343,5.893,1,6920
"beta[231,1]",4.102,0.774,2.83,5.342,1,4485
"beta[232,1]",3.199,0.748,1.953,4.414,1,6983
"beta[233,1]",3.203,0.741,1.979,4.395,1,6734
"beta[234,1]",3.134,0.748,1.925,4.373,1,5982
"beta[235,1]",3.454,0.753,2.216,4.691,1,6857
"beta[236,1]",2.978,0.772,1.693,4.252,1,8767
"beta[237,1]",2.29,0.764,1.023,3.52,1.001,6420
"beta[238,1]",6.307,0.785,5.013,7.605,1,6540
"beta[239,1]",2.325,0.766,1.06,3.592,1.001,7665
"beta[240,1]",3.209,0.769,1.946,4.479,1,7286
"beta[241,1]",3.726,0.746,2.521,4.977,1,7132
"beta[242,1]",2.726,0.9,1.274,4.19,1.001,6197
"beta[243,1]",3.623,0.776,2.339,4.895,1,8015
"beta[244,1]",2.498,0.766,1.263,3.76,1.001,7767
"beta[245,1]",1.061,0.875,-0.389,2.513,1,7945
"beta[246,1]",2.251,0.743,1.021,3.448,1,7866
"beta[247,1]",1.837,0.793,0.514,3.122,1,7871
"beta[248,1]",3.823,0.831,2.457,5.208,1.001,4819
"beta[249,1]",1.719,0.744,0.468,2.909,1,7525
"beta[250,1]",2.931,0.786,1.653,4.233,1,8160
"beta[251,1]",3.125,0.803,1.822,4.439,1,8365
"beta[252,1]",3.429,0.836,2.098,4.826,1.001,5833
"beta[253,1]",5.047,0.811,3.703,6.385,1,7086
"beta[254,1]",4.08,0.746,2.865,5.319,1,7478
"beta[255,1]",6.274,0.855,4.857,7.649,1.001,5784
"beta[256,1]",2.648,0.841,1.249,4.01,1,6934
"beta[257,1]",5.159,0.761,3.938,6.427,1,7688
"beta[258,1]",2.678,0.799,1.392,3.982,1,8524
"beta[259,1]",3.799,0.802,2.488,5.09,1,5210
"beta[260,1]",1.788,0.767,0.51,3.039,1,7354
"beta[261,1]",2.146,0.819,0.81,3.498,1,5875
"beta[262,1]",2.704,0.759,1.461,3.951,1,6001
"beta[263,1]",2.296,0.878,0.85,3.757,1,5546
"beta[264,1]",3.484,0.73,2.276,4.68,1,7876
"beta[265,1]",3.207,0.904,1.716,4.705,1.001,8020
"beta[266,1]",2.319,0.762,1.085,3.588,1,7552
"beta[267,1]",1.519,0.755,0.278,2.755,1,7550
"beta[268,1]",5.672,1.046,3.95,7.377,1,7049
"beta[269,1]",3.294,0.828,1.933,4.643,1.001,7860
"beta[270,1]",4.675,0.806,3.353,6.017,1.001,7553
"beta[271,1]",3.478,0.894,2.008,4.94,1,8532
"beta[272,1]",2.901,0.795,1.599,4.198,1,6483
"beta[273,1]",4.443,0.856,3,5.814,1,3105
"beta[274,1]",5.566,0.79,4.301,6.89,1,4054
"beta[275,1]",5.011,0.896,3.561,6.507,1,7300
"beta[276,1]",2.149,0.717,0.95,3.339,1.001,7898
"beta[277,1]",7.003,0.815,5.67,8.344,1.001,4096
"beta[278,1]",3.242,0.756,1.998,4.489,1.001,2406
"beta[279,1]",3.268,0.808,1.926,4.586,1,6129
"beta[280,1]",9.339,0.924,7.828,10.882,1.001,5279
"beta[281,1]",3.39,0.737,2.166,4.581,1,8189
"beta[282,1]",2.832,0.769,1.547,4.105,1,8544
"beta[283,1]",3.683,0.746,2.452,4.903,1,4539
"beta[284,1]",3.226,0.767,1.976,4.487,1.001,6692
"beta[285,1]",4.131,0.748,2.916,5.366,1.003,4867
"beta[286,1]",4.243,0.754,3.015,5.502,1,5158
"beta[287,1]",6.296,0.887,4.875,7.772,1,7096
"beta[288,1]",4.608,0.772,3.372,5.898,1,7920
"beta[289,1]",6.127,0.725,4.928,7.333,1,8561
"beta[290,1]",2.696,0.831,1.332,4.061,1,5459
"beta[291,1]",3.919,1.035,2.212,5.605,1,7993
"beta[292,1]",4.299,0.787,3.029,5.611,1.001,4875
"beta[293,1]",6.444,0.763,5.217,7.703,1,6528
"beta[294,1]",2.947,0.8,1.619,4.253,1.001,7548
"beta[295,1]",1.471,0.84,0.06,2.848,1,6530
"beta[296,1]",5.007,0.827,3.628,6.352,1,7748
"beta[297,1]",5.084,0.791,3.748,6.34,1,6864
"beta[298,1]",2.136,0.799,0.839,3.442,1.002,4611
"beta[299,1]",3.907,0.76,2.66,5.147,1,4689
